citta,data_evento,strutture,referente_nome,referente_ruolo,referente_contatto
Firenze,11-12 Aprile 2026,RSA Villa Canova; RSA Guido Raggi; RSA Villa Giselle,Francesca Selcia,Referente Corporate Fundraising - Event Manager,
